fuente,universidad,anio_dato,ventana,variable,valor,unidad,definicion,url,fecha_descarga,metodo
the,Universidad de Chile,2022,,ratio_estudiantes_academico,15.4,estudiantes por académico,"Estudiantes FTE por académico FTE, definición THE (Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,pct_estudiantes_extranjeros,5.0,%,"Porcentaje de estudiantes internacionales, definición THE (Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,the_puntaje_teaching_wur,23.8,puntaje 0-100,"Puntaje publicado por THE (wur, Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,the_puntaje_research_environment_wur,18.1,puntaje 0-100,"Puntaje publicado por THE (wur, Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,the_puntaje_research_quality_wur,36.7,puntaje 0-100,"Puntaje publicado por THE (wur, Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,the_puntaje_industry_wur,40.3,puntaje 0-100,"Puntaje publicado por THE (wur, Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,the_puntaje_international_outlook_wur,50.4,puntaje 0-100,"Puntaje publicado por THE (wur, Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Universidad de Chile,2022,,the_posicion_wur,801–1000,posición,Posición publicada por THE (Chile),https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Pontificia Universidad Catolica de Valparaiso,2022,,estudiantes_fte,17411.0,estudiantes,Número de estudiantes equivalentes a jornada completa (FTE) declarado a THE (Chile),https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
the,Pontificia Universidad Catolica de Valparaiso,2022,,ratio_estudiantes_academico,25.4,estudiantes por académico,"Estudiantes FTE por académico FTE, definición THE (Chile)",https://www.timeshighereducation.com/json/ranking_tables/world_university_rankings/2022/key_statistics,2026-09-25T04:10:23+00:00,requests
