autor,publicaciones,total_citaciones,cit_promedio,max_citaciones,h_index,g_index
Alberto Vidal-Vilaplana,1,0,0.0,0,0,0
Steven J. Howard,1,0,0.0,0,0,0
Steve Colwell,1,0,0.0,0,0,0
Michael V. Mickelbart,1,0,0.0,0,0,0
Michael Turnlund,1,0,0.0,0,0,0
Gabriela Souza de Vasconcelos,1,0,0.0,0,0,0
Gabriela Rossi,3,0,0.0,0,0,0
Gabriela Robles Perez,1,0,0.0,0,0,0
Gabriela Pérez Osorio,1,0,0.0,0,0,0
Steve Ardern,1,0,0.0,0,0,0
Stephen J. Campbell,1,0,0.0,0,0,0
Stephen D. Sisson,1,0,0.0,0,0,0
Aldunate Lizana,1,0,0.0,0,0,0
Aldo. Alfaro Madrid,1,0,0.0,0,0,0
Aldo Silva-Ibaceta,1,0,0.0,0,0,0
Michael Lay‐Yee,1,0,0.0,0,0,0
Michael Kornaros,1,0,0.0,0,0,0
Antony Okely,1,0,0.0,0,0,0
José María Pazos Couto,1,0,0.0,0,0,0
José María Marbán Prieto,1,0,0.0,0,0,0
José María Gavilán Izquierdo,1,0,0.0,0,0,0
José Manuel Gornall Cacciuttolo,1,0,0.0,0,0,0
Helga Ofelia Dworaczek Conde,1,0,0.0,0,0,0
Constanza Cerda-Canales,1,0,0.0,0,0,0
Gabriela Pacheco,1,0,0.0,0,0,0
Gabriela Núñez,1,0,0.0,0,0,0
Michael Royce Gallaty,1,0,0.0,0,0,0
Michael Romano,1,0,0.0,0,0,0
Cássio Barcellos Hervé,1,0,0.0,0,0,0
Aldebarán Vásquez Grueso,1,0,0.0,0,0,0
Alcalde-Rico Manuel,1,0,0.0,0,0,0
José Manuel Torres Torres,1,0,0.0,0,0,0
José Manuel Pavez,1,0,0.0,0,0,0
Michael Handford,1,0,0.0,0,0,0
Michael Galatty,1,0,0.0,0,0,0
Michael Fielding,1,0,0.0,0,0,0
Michael D. Johnson,1,0,0.0,0,0,0
Michael Bremer,1,0,0.0,0,0,0
J.E Brunet,1,0,0.0,0,0,0
J.C. Gázquez Garrido,1,0,0.0,0,0,0
J.A. Verschoor,1,0,0.0,0,0,0
J.A. Rodrígues Vera,1,0,0.0,0,0,0
J.A. Olaeta-Coscorroza,1,0,0.0,0,0,0
Cátia Santos,1,0,0.0,0,0,0
Michael Matus,1,0,0.0,0,0,0
Michael Marmur,1,0,0.0,0,0,0
Michael Levi,1,0,0.0,0,0,0
Gabriela Verdugo Ramírez,1,0,0.0,0,0,0
Mi-jin Yoon,1,0,0.0,0,0,0
Meylí Valin-Fernández,4,0,0.0,0,0,0
José Miguel Pozo,1,0,0.0,0,0,0
José Miguel Olave Astorga,2,0,0.0,0,0,0
Antônio S. N. Aguiar,1,0,0.0,0,0,0
Antônio Marcelo Barbante Casella,1,0,0.0,0,0,0
Antônio Egídio Nardi,1,0,0.0,0,0,0
Michael A. Alexander,1,0,0.0,0,0,0
Micaela Iturralde,1,0,0.0,0,0,0
Claudia Viacava,1,0,0.0,0,0,0
Fabián Pizarro,1,0,0.0,0,0,0
Daniel Duclos,0,0,0.0,0,0,0
Daniel D. Benetti,1,0,0.0,0,0,0
Daniel Contardo Valencia,1,0,0.0,0,0,0
José María Chamoso Sánchez,1,0,0.0,0,0,0
Suleivys Milagros Nuñez,1,0,0.0,0,0,0
Sujey Palma-Florez,1,0,0.0,0,0,0
Cristina K. Stamulis V.,1,0,0.0,0,0,0
Mercedes Guijarro,1,0,0.0,0,0,0
Anwar Chelech,1,0,0.0,0,0,0
José Miguel Ledesma Huerta,1,0,0.0,0,0,0
José Meza-Guzmán,1,0,0.0,0,0,0
José Marín R.,1,0,0.0,0,0,0
Merino Mena,1,0,0.0,0,0,0
Carmen Burgos Videla,1,0,0.0,0,0,0
J. Wang,1,0,0.0,0,0,0
Sudip Datta Banik,1,0,0.0,0,0,0
Subhrendu K. Pattanayak,1,0,0.0,0,0,0
Stéphane Lanteri,3,0,0.0,0,0,0
Claudia Ximena Reyes Betanzo,1,0,0.0,0,0,0
Gabriela Vélez Gallego,1,0,0.0,0,0,0
Melisa Blackhall,1,0,0.0,0,0,0
Melina Pérez,1,0,0.0,0,0,0
José Pinto-Fraga,1,0,0.0,0,0,0
José Pino‐Ortega,1,0,0.0,0,0,0
José Pedro Campos,1,0,0.0,0,0,0
Gabriella Vera,1,0,0.0,0,0,0
Gabriele Zawacki Milagres,1,0,0.0,0,0,0
Christian Javier Salas Juárez,1,0,0.0,0,0,0
Christian González‐Billault,1,0,0.0,0,0,0
Christian González-Calquín,1,0,0.0,0,0,0
Christian Fernández,1,0,0.0,0,0,0
Sunil S. More,1,0,0.0,0,0,0
Sungwook E. Hong,1,0,0.0,0,0,0
Sungryong Hong,1,0,0.0,0,0,0
Sun Yong,1,0,0.0,0,0,0
Sumona Datta,1,0,0.0,0,0,0
Susan Ojeda,1,0,0.0,0,0,0
Susan N. Marshall,1,0,0.0,0,0,0
Melanie Correa Alfaro,1,0,0.0,0,0,0
Md. Maksudur Rahman Khan,1,0,0.0,0,0,0
Md. Ashiqur Rahman,1,0,0.0,0,0,0
José Patti,1,0,0.0,0,0,0
José Navea,1,0,0.0,0,0,0
José Mostacero León,1,0,0.0,0,0,0
Melba Ximena Figueroa-Ángel,1,0,0.0,0,0,0
Melanie Pastén-Torres,1,0,0.0,0,0,0
Alberto Souza de Sá Filho,1,0,0.0,0,0,0
Alberto Rojas Astorga,1,0,0.0,0,0,0
Alberto Reinaldo Reppold Filho,1,0,0.0,0,0,0
Sunita Adhikari,1,0,0.0,0,0,0
Melissa Beason,1,0,0.0,0,0,0
Melissa Andrade–Molina,1,0,0.0,0,0,0
Heino O. Fock,1,0,0.0,0,0,0
Camila Serrá,1,0,0.0,0,0,0
José R. Agustina,1,0,0.0,0,0,0
Gaitán Universidad,1,0,0.0,0,0,0
Gainza Felipe,1,0,0.0,0,0,0
Mayra Providell,1,0,0.0,0,0,0
Maykop Pérez,1,0,0.0,0,0,0
Maya Venkataramani,1,0,0.0,0,0,0
Gamaliel Morales,1,0,0.0,0,0,0
Susana Castro-Seriche,1,0,0.0,0,0,0
Daniel Contardo,1,0,0.0,0,0,0
Daniel Capurro,1,0,0.0,0,0,0
Daniel Canales Escobar,1,0,0.0,0,0,0
Daniel Bustos,1,0,0.0,0,0,0
Daniel Astorga Poblete,2,0,0.0,0,0,0
Susana Belmonte Cortés,1,0,0.0,0,0,0
Maximiliano Beltran-Villarroel,1,0,0.0,0,0,0
Max Túlio Castro Ferreira,1,0,0.0,0,0,0
Max Thomet,3,0,0.0,0,0,0
Max Dollmann,2,0,0.0,0,0,0
Mausumi Ray,1,0,0.0,0,0,0
Gaetano Zuccaro,1,0,0.0,0,0,0
Araos Rafael,2,0,0.0,0,0,0
Arambulo Santiago Elizabeth,1,0,0.0,0,0,0
Aralar Erdozain,1,0,0.0,0,0,0
Maximiliano Sapiain Núñez,2,0,0.0,0,0,0
Maximiliano Figueroa,1,0,0.0,0,0,0
J. T. Hamilton,1,0,0.0,0,0,0
Carmen G. Feijóo,1,0,0.0,0,0,0
I Peralta,1,0,0.0,0,0,0
Susana Ferreira,1,0,0.0,0,0,0
Susana CortÚs-Morales,1,0,0.0,0,0,0
Maurine Constanza Muñoz Soto,1,0,0.0,0,0,0
Maury Almanza Iglesias,1,0,0.0,0,0,0
Mauro Urbina Véliz,2,0,0.0,0,0,0
Mauro Giovani Carta,1,0,0.0,0,0,0
Mauro César Gobira Guimarães Filho,1,0,0.0,0,0,0
Mauro Cortéz,3,0,0.0,0,0,0
Mauro Cortez,1,0,0.0,0,0,0
Diego Alarcón Sánchez,1,0,0.0,0,0,0
Erica J. Gonzales,1,0,0.0,0,0,0
Eric S. Blake,1,0,0.0,0,0,0
Eric Plaza,1,0,0.0,0,0,0
Suzana J. Camargo,1,0,0.0,0,0,0
Susheel Adusumilli,1,0,0.0,0,0,0
Susana Paula,1,0,0.0,0,0,0
Susana Palma,1,0,0.0,0,0,0
J. Toro,1,0,0.0,0,0,0
Christian A. Choque-Surco,1,0,0.0,0,0,0
García Patricia,1,0,0.0,0,0,0
Mauricio Schiavetti Rosas,4,0,0.0,0,0,0
Mauricio Rodriguez,1,0,0.0,0,0,0
Mauricio Puentes Riffo,1,0,0.0,0,0,0
Mauricio Otaíza Morales,3,0,0.0,0,0,0
Archana S. Rao,1,0,0.0,0,0,0
Archana Kumari,1,0,0.0,0,0,0
Araújo La,1,0,0.0,0,0,0
Araya L. By Igor,1,0,0.0,0,0,0
Araya Escobar,1,0,0.0,0,0,0
Mauricio Sánchez Silva,1,0,0.0,0,0,0
Carmen Estrella Morocho Barrionuevo,1,0,0.0,0,0,0
J. Stevens,1,0,0.0,0,0,0
Suzana Nesi-França,1,0,0.0,0,0,0
Camila U. Malfatto,1,0,0.0,0,0,0
J. Salt,1,0,0.0,0,0,0
J. Ranjitha,1,0,0.0,0,0,0
Alberto Cruz,1,0,0.0,0,0,0
Alberto Arnal-Bailera,1,0,0.0,0,0,0
Sébastien Gouëzel,1,0,0.0,0,0,0
"Sánchez, Susana",1,0,0.0,0,0,0
Sánchez García Elvis Richar,1,0,0.0,0,0,0
Sáez,1,0,0.0,0,0,0
Sylvia Farias,1,0,0.0,0,0,0
Sylvain Quoilin,1,0,0.0,0,0,0
Sydney Freeman,1,0,0.0,0,0,0
Swarna Jaiswal,1,0,0.0,0,0,0
Svetlana Avramov-Zamurovic,1,0,0.0,0,0,0
Mauricio Hernández,2,0,0.0,0,0,0
Mauricio Gómez Gálvez,1,0,0.0,0,0,0
José Valencia,1,0,0.0,0,0,0
Mauricio Becerra,1,0,0.0,0,0,0
Mauricio Barrientos,1,0,0.0,0,0,0
Mauricio Echiburu,1,0,0.0,0,0,0
Mauricio Cuellar,1,0,0.0,0,0,0
Ariel Antonio Rodríguez,1,0,0.0,0,0,0
Ariane Luttecke-Anders,1,0,0.0,0,0,0
José Uribe-Villarreal,1,0,0.0,0,0,0
José Tomás Videla,1,0,0.0,0,0,0
José Saúl Bravo,1,0,0.0,0,0,0
José Saraiva dos Santos,1,0,0.0,0,0,0
José Romilio Loría Fernández,1,0,0.0,0,0,0
Mauricio González Billault,1,0,0.0,0,0,0
Mauricio Fernández Santibáñez,1,0,0.0,0,0,0
Mauricio Espinoza,1,0,0.0,0,0,0
Constanza Núñez-Soto,1,0,0.0,0,0,0
J. Sandoval,1,0,0.0,0,0,0
Matías Valdés Lara,1,0,0.0,0,0,0
Matías Pruzzo Gaete Universidad de Chile,1,0,0.0,0,0,0
José Ángel Fernández Cruz‍‍,1,0,0.0,0,0,0
Diego Barba,1,0,0.0,0,0,0
Mauricio Barrera,1,0,0.0,0,0,0
Mauricio Arce-Rojas,1,0,0.0,0,0,0
Mauricio Araya,1,0,0.0,0,0,0
Mauricio Andión Gamboa,1,0,0.0,0,0,0
Sérgio Machado,4,0,0.0,0,0,0
Sérgio Luiz Braga França,1,0,0.0,0,0,0
Alberto Garcéz-Jiménez,1,0,0.0,0,0,0
Alberto G. Sáez,1,0,0.0,0,0,0
Emilio Jofré‐Saldía,2,0,0.0,0,0,0
Emilio Jofré Saldía,1,0,0.0,0,0,0
Christian Calderón Calderón,1,0,0.0,0,0,0
Christian Berger Gutiérrez,1,0,0.0,0,0,0
José de Angelis Côrtes,1,0,0.0,0,0,0
José Zabala,1,0,0.0,0,0,0
José Wandilson Barboza Duarte Júnior,1,0,0.0,0,0,0
José Villatoro,1,0,0.0,0,0,0
José Villamayor,1,0,0.0,0,0,0
Ariel Pérez Aubel,1,0,0.0,0,0,0
Ariel Orellana,2,0,0.0,0,0,0
Ariel MuÃ±oz,1,0,0.0,0,0,0
Eric J. Alfaro,1,0,0.0,0,0,0
Fabián Espejo,1,0,0.0,0,0,0
Fabián Castro,1,0,0.0,0,0,0
T. Alcantara-Concepcion,1,0,0.0,0,0,0
T. A. M. Berg,2,0,0.0,0,0,0
T Lazcano,1,0,0.0,0,0,0
Sílvia Helena Tognoli,2,0,0.0,0,0,0
Mauricio Alejandro Otaíza Morales,1,0,0.0,0,0,0
Matías Arce Sánchez,1,0,0.0,0,0,0
"Gastmans, Didier",1,0,0.0,0,0,0
Emilio Villalobos-Soublett,1,0,0.0,0,0,0
Ariel Montoya,1,0,0.0,0,0,0
Ariel Leiva L.,1,0,0.0,0,0,0
Ariel Leiva L,1,0,0.0,0,0,0
Ariel Gallardo,1,0,0.0,0,0,0
Ariel E Delgado Rodríguez,2,0,0.0,0,0,0
Matías Henriquez Valenzuela,1,0,0.0,0,0,0
J. Pantoja,1,0,0.0,0,0,0
J. P. Willis,1,0,0.0,0,0,0
Carmen Gloria Valdebenito,1,0,0.0,0,0,0
Carmen Gloria Pérez Villar,1,0,0.0,0,0,0
Carmen Gloria Ossa,1,0,0.0,0,0,0
Carmen Gloria Núñez Muñoz,2,0,0.0,0,0,0
Eric L. Shirley,1,0,0.0,0,0,0
Heather Rollwagen,1,0,0.0,0,0,0
Eduardo Barrón,1,0,0.0,0,0,0
Jos� G�mez Caffarena,1,0,0.0,0,0,0
Matthew J. W. Tyler,1,0,0.0,0,0,0
Arielle Decap,1,0,0.0,0,0,0
Emilio Rojas,1,0,0.0,0,0,0
Emilio Ricci,1,0,0.0,0,0,0
Emilio Quezada,1,0,0.0,0,0,0
Matthias Maischak,1,0,0.0,0,0,0
Camila Rojas,1,0,0.0,0,0,0
Camila Rebolledo,1,0,0.0,0,0,0
Daniel Armando Vivar,1,0,0.0,0,0,0
J. Paterson,1,0,0.0,0,0,0
Matías González Torrealba,2,0,0.0,0,0,0
Matías Castañeda,1,0,0.0,0,0,0
Matías Calderón Castro-Reyes,1,0,0.0,0,0,0
J. Monteiro,1,0,0.0,0,0,0
J. Medel,1,0,0.0,0,0,0
J. Marín,1,0,0.0,0,0,0
J. Martínez Zepeda,1,0,0.0,0,0,0
J. M. Kotzé,1,0,0.0,0,0,0
Fabiola Rosso Chamorro,1,0,0.0,0,0,0
Fabiola Rojas,1,0,0.0,0,0,0
Fabiola Otárola Cornejos,1,0,0.0,0,0,0
Fabiola Otárola C.,1,0,0.0,0,0,0
Taboada Neira Martin,1,0,0.0,0,0,0
Tabish Nawaz,1,0,0.0,0,0,0
T. R. Bedding,1,0,0.0,0,0,0
T. Kisner,1,0,0.0,0,0,0
Ariel Rios Vargas,1,0,0.0,0,0,0
Diego Dujovne,1,0,0.0,0,0,0
Hector Briones,1,0,0.0,0,0,0
Matteo Sartori,1,0,0.0,0,0,0
Matteo Lupi,1,0,0.0,0,0,0
Matt Ho,1,0,0.0,0,0,0
Armando Moreno-Vranich,1,0,0.0,0,0,0
Armando Efraín Gil Rivero,1,0,0.0,0,0,0
Armando Antonio Salinas Del Carpio,1,0,0.0,0,0,0
Joziane Silva da Cunha,1,0,0.0,0,0,0
Joyce Andrade Méndes,1,0,0.0,0,0,0
Gaëlle Cotterlaz‐Rannard,1,0,0.0,0,0,0
Gaviria John,1,0,0.0,0,0,0
Gastón Walter Aguilar Saldivia,1,0,0.0,0,0,0
Gastón Orlando Suvire,1,0,0.0,0,0,0
Diego Casagrande,1,0,0.0,0,0,0
Diego Carrillo-Beltrán,1,0,0.0,0,0,0
Diego Camilo García-Chaves,1,0,0.0,0,0,0
J. Morales Sanchez,1,0,0.0,0,0,0
Geoff Shaw,1,0,0.0,0,0,0
Eduardo Cavieres F.,5,0,0.0,0,0,0
Heidy M Villalobos-Barrantes,1,0,0.0,0,0,0
Heidi Ahonen,1,0,0.0,0,0,0
Heddwen L. Brooks,1,0,0.0,0,0,0
Hector M. Marin,1,0,0.0,0,0,0
Mateo Pastur,1,0,0.0,0,0,0
Takashi Miyamoto,1,0,0.0,0,0,0
Taj Muhammad,1,0,0.0,0,0,0
Tahir Ullah,1,0,0.0,0,0,0
Tahir Fazal,1,0,0.0,0,0,0
Fabiola Árevalo-Menases,1,0,0.0,0,0,0
Fabiola Sáez-Delgado,1,0,0.0,0,0,0
Arlys Romero-Plaza,1,0,0.0,0,0,0
Matias Caram,1,0,0.0,0,0,0
Mathilde Unger,1,0,0.0,0,0,0
Tamara Lillo,1,0,0.0,0,0,0
Gene Hilton,1,0,0.0,0,0,0
Gemma Delicado Puerto,1,0,0.0,0,0,0
Gemma Crous,2,0,0.0,0,0,0
Gema Bonilla Hernán,1,0,0.0,0,0,0
Marí­a Theresa Von Furstenberg Letelier,1,0,0.0,0,0,0
João Silva Marques,1,0,0.0,0,0,0
Tamara Bahamonde,1,0,0.0,0,0,0
Tamara Alvarado,1,0,0.0,0,0,0
Alba Lucía Lucumí Silva,1,0,0.0,0,0,0
Alba Duque,1,0,0.0,0,0,0
Alan de Carvalho Dias Ferreira,1,0,0.0,0,0,0
Talat Sabtain,1,0,0.0,0,0,0
Masayuki Chimura,1,0,0.0,0,0,0
Arnaldo P. Cialdini,1,0,0.0,0,0,0
Armando Solares-Rojas,1,0,0.0,0,0,0
Juan Alarcón Camacho,1,0,0.0,0,0,0
Ju Chuan (Cindy) Huang,1,0,0.0,0,0,0
Artemio Aguilar Martínez,2,0,0.0,0,0,0
Diego Grez Cañete,1,0,0.0,0,0,0
Christiaan D. Brinkerink,1,0,0.0,0,0,0
Juan Antonio Widow A.,1,0,0.0,0,0,0
João Pedro Romero Braga,1,0,0.0,0,0,0
João Pedro C. Silva,1,0,0.0,0,0,0
João Martins,1,0,0.0,0,0,0
João Lucas Lima,1,0,0.0,0,0,0
Marín Jorge,1,0,0.0,0,0,0
María‐Teresa Cedena,1,0,0.0,0,0,0
María-José Marsano-Cornejo,1,0,0.0,0,0,0
Tania Jakeline Choque Rivera,1,0,0.0,0,0,0
Tan Kean Meng,1,0,0.0,0,0,0
Tamara Nicole Espinoza Mena,1,0,0.0,0,0,0
Diego Escolar,1,0,0.0,0,0,0
Diego Escobar,2,0,0.0,0,0,0
María del Mar Liñán García,1,0,0.0,0,0,0
María del Carmen Peñaranda-Cólera,1,0,0.0,0,0,0
María del Carmen Delgado Laime,1,0,0.0,0,0,0
María de los Ángeles Hernández Cortés,1,0,0.0,0,0,0
María de Fátima Costa dos Santos,1,0,0.0,0,0,0
María Vittoria Calvi,1,0,0.0,0,0,0
I. E. Zaldívar-Huerta,1,0,0.0,0,0,0
I. Durán,1,0,0.0,0,0,0
I. Busà,1,0,0.0,0,0,0
I. Brokord,1,0,0.0,0,0,0
Alan Bronfam Vargas,1,0,0.0,0,0,0
Tania Squizzato,1,0,0.0,0,0,0
Juan Antonio Cortés,1,0,0.0,0,0,0
Juan Amaro Villacorta Vásquez,1,0,0.0,0,0,0
Juan Barraza,1,0,0.0,0,0,0
Juan Barile,1,0,0.0,0,0,0
Juan Aristegui-Mondaca,1,0,0.0,0,0,0
María Susana Belmar Ahonzo,1,0,0.0,0,0,0
María Soledad Quintana Villa,1,0,0.0,0,0,0
Camila Marín‐Arias,2,0,0.0,0,0,0
María Verónica Santelices,1,0,0.0,0,0,0
María Verónica Leiva G.,1,0,0.0,0,0,0
María Teresa Infante Caffi,1,0,0.0,0,0,0
María Teresa González Astudillo,1,0,0.0,0,0,0
María Teresa Flórez Petour,1,0,0.0,0,0,0
María Teresa Escobar Meza,1,0,0.0,0,0,0
María Teresa Caro Valverde,1,0,0.0,0,0,0
César Borie,3,0,0.0,0,0,0
Fabio Hernández‐Ramos,1,0,0.0,0,0,0
J. M. Cordes,1,0,0.0,0,0,0
Tara Srinivas,1,0,0.0,0,0,0
I. A. Zemlyakov,2,0,0.0,0,0,0
Arthur Sippel,1,0,0.0,0,0,0
Arthur Gustavo Fernandes,1,0,0.0,0,0,0
María Rosa Walker,1,0,0.0,0,0,0
María Regina Henríquez,1,0,0.0,0,0,0
María Ramírez Rojas,1,0,0.0,0,0,0
María Pilar Vílchez Conesa,1,0,0.0,0,0,0
María Pilar Navarro-Schiappacasse,1,0,0.0,0,0,0
I S Myrna López,2,0,0.0,0,0,0
J. L. Liu,1,0,0.0,0,0,0
Carmen Pérez-Llantada,1,0,0.0,0,0,0
Carmen Orellana-Medina,1,0,0.0,0,0,0
Carmen M. Sánchez‐Arévalo,1,0,0.0,0,0,0
Camila Inostroza Ocares,1,0,0.0,0,0,0
Juan C. Castillo,1,0,0.0,0,0,0
Geraint F. Lewis,1,0,0.0,0,0,0
George Q. Chen,1,0,0.0,0,0,0
María Núria Gorgorió i Solá,1,0,0.0,0,0,0
María Navalón-González,1,0,0.0,0,0,0
María Martínez Larraín,1,0,0.0,0,0,0
María Mare,1,0,0.0,0,0,0
María Paz González Smith,1,0,0.0,0,0,0
María Paulina Rojas,1,0,0.0,0,0,0
María Oyarzo,1,0,0.0,0,0,0
María Olga Herreros,1,0,0.0,0,0,0
Tatiana Paulina Valdivia Barra,1,0,0.0,0,0,0
Tatiana Lucía Zamora Polo,1,0,0.0,0,0,0
Tatiana Goldrine G.,1,0,0.0,0,0,0
Tatiana Diaz de la Fuente,1,0,0.0,0,0,0
Tatiana Adasme,1,0,0.0,0,0,0
Taryn Sepúlveda,1,0,0.0,0,0,0
Juan C. Valencia Martínez,2,0,0.0,0,0,0
María Laura Fanani,1,0,0.0,0,0,0
María Karla Cárdenas Berrio,1,0,0.0,0,0,0
Arturo Orozco Leyva,1,0,0.0,0,0,0
Juan Carlos Andrango Vicuña,1,0,0.0,0,0,0
Juan Carlos Algaba,1,0,0.0,0,0,0
María Magdalena Ossandón,2,0,0.0,0,0,0
María Luz Moillo Quesen,1,0,0.0,0,0,0
María Luz Casabianca,1,0,0.0,0,0,0
María Luisa Brantt,1,0,0.0,0,0,0
María Leigue Fernández,1,0,0.0,0,0,0
Teresa F. Blanco,2,0,0.0,0,0,0
Telles Brunelli Lazzarin,1,0,0.0,0,0,0
"Tejos, Nicolas",1,0,0.0,0,0,0
Tau Chuan Ling,1,0,0.0,0,0,0
Geraldin M. Baquero-Mendieta,1,0,0.0,0,0,0
Carol Brennan,1,0,0.0,0,0,0
Emilia Cuevas Aldunate,2,0,0.0,0,0,0
Chloé Girard,1,0,0.0,0,0,0
Chi‐kwan Chan,1,0,0.0,0,0,0
Chiñas Alegría,1,0,0.0,0,0,0
Geraldine Quartararo,1,0,0.0,0,0,0
Diego Gutiérrez Aguilera,1,0,0.0,0,0,0
Fabiana da Silva França,1,0,0.0,0,0,0
Fabiana Rodríguez-Pastene Vicencio,1,0,0.0,0,0,0
Fabiana Rodríguez-Pastene,1,0,0.0,0,0,0
Teófilo A. Graber,1,0,0.0,0,0,0
Teresa Montealegre Barba,1,0,0.0,0,0,0
Teresa Montealegre,1,0,0.0,0,0,0
Teresa Mateo Girona,1,0,0.0,0,0,0
Juan Campos,2,0,0.0,0,0,0
Juan Camilo Riobó-Rodríguez,1,0,0.0,0,0,0
María José Barrera-Olmos,1,0,0.0,0,0,0
María José Barahona,1,0,0.0,0,0,0
María José Arias Téllez,1,0,0.0,0,0,0
María José Arancibia,1,0,0.0,0,0,0
María Jesús Bopp Ibar,2,0,0.0,0,0,0
María Jesús Araya-Sapag,1,0,0.0,0,0,0
María José Piñeiro Tejo,1,0,0.0,0,0,0
María José Otero Auristondo,1,0,0.0,0,0,0
María José Montañola,1,0,0.0,0,0,0
María José López,1,0,0.0,0,0,0
María José Jordán Palet,1,0,0.0,0,0,0
María José Jordan,1,0,0.0,0,0,0
J. Hoffer,1,0,0.0,0,0,0
J. Helbert,1,0,0.0,0,0,0
J. H. M. Viana,1,0,0.0,0,0,0
Carol Chan,2,0,0.0,0,0,0
Thiago Machado da Silva Acioly,3,0,0.0,0,0,0
Thiago Albernaz-Silva,1,0,0.0,0,0,0
Theophile Murwanashyaka,1,0,0.0,0,0,0
Theoneste Ndikubwimana,1,0,0.0,0,0,0
Theodomiro Garrido,1,0,0.0,0,0,0
Thaís Bastos,1,0,0.0,0,0,0
Alan Alves-Brito,1,0,0.0,0,0,0
Alaa Amin Abdalla,1,0,0.0,0,0,0
Akshai Janardhana Kurup,1,0,0.0,0,0,0
Akhtar Hussain,1,0,0.0,0,0,0
Akemi Katsurada,1,0,0.0,0,0,0
Thamilini Vamathevan,1,0,0.0,0,0,0
Thalita Camêlo da Silva Ferreira,1,0,0.0,0,0,0
Thalia Montejo-Barato,1,0,0.0,0,0,0
Fabiano de Souza Fonseca,1,0,0.0,0,0,0
María José Cáceres García,1,0,0.0,0,0,0
María Fernánda,2,0,0.0,0,0,0
Catalina Sepúlveda,1,0,0.0,0,0,0
Catalina Román,1,0,0.0,0,0,0
Emilio A. Martı́nez,5,0,0.0,0,0,0
Arón Cádiz Véliz,1,0,0.0,0,0,0
Gerardo Dureo,1,0,0.0,0,0,0
María J. Guillen Sacoto,1,0,0.0,0,0,0
María J. Gil-Herrera,1,0,0.0,0,0,0
María J Camus,1,0,0.0,0,0,0
María Isabel Silva,1,0,0.0,0,0,0
María Isabel Pascual-Martín,1,0,0.0,0,0,0
María Isabel Garrido Gómez,1,0,0.0,0,0,0
María Inés Horvitz Lennon,1,0,0.0,0,0,0
María Inés Concha Contreras,1,0,0.0,0,0,0
Asghar Afshar Jahanshahi,1,0,0.0,0,0,0
Dan Bintley,1,0,0.0,0,0,0
Hazel Barahona,1,0,0.0,0,0,0
Catalina Sáez-Lavín,1,0,0.0,0,0,0
María Fernanda del-Valle-Valdés,1,0,0.0,0,0,0
María Fernanda Vásquez Palma,3,0,0.0,0,0,0
María Fernanda Medina Badilla,1,0,0.0,0,0,0
Cristina Andrade,1,0,0.0,0,0,0
Diego Omar Guevara Torrecillas,1,0,0.0,0,0,0
Diego Oliva-González,1,0,0.0,0,0,0
J. Garcéa-Faraco,1,0,0.0,0,0,0
I. Rodríguez Amado,1,0,0.0,0,0,0
I. Morales,1,0,0.0,0,0,0
Claudiene Cordeiro Leandro Bispo,1,0,0.0,0,0,0
María Graciela,1,0,0.0,0,0,0
María González García,1,0,0.0,0,0,0
María González Alriols,1,0,0.0,0,0,0
María Francisca Carvajal Cortés,1,0,0.0,0,0,0
Thomas H. Badewien,1,0,0.0,0,0,0
Thomas Bronzwaer,1,0,0.0,0,0,0
Thomas A. Pogiatzis,1,0,0.0,0,0,0
Thinesh Selvaratnam,1,0,0.0,0,0,0
Thierry Rampone,1,0,0.0,0,0,0
María Eugenia Rojas Concha,1,0,0.0,0,0,0
María Eugenia Lobos,1,0,0.0,0,0,0
María Eugenia Cardinale,1,0,0.0,0,0,0
Ajay Nair,1,0,0.0,0,0,0
Ainoa Marzábal Blancafort,1,0,0.0,0,0,0
Ainhoa Berciano,1,0,0.0,0,0,0
Fabiana Pellegrini,1,0,0.0,0,0,0
Claudio Aguilar Ramírez,1,0,0.0,0,0,0
Juan Carlos Jeldes P.,1,0,0.0,0,0,0
Juan Carlos Chayña Contreras,1,0,0.0,0,0,0
Hazel Barahona Gamboa,1,0,0.0,0,0,0
F.B. Campagnollo,1,0,0.0,0,0,0
María Constanza Yagnam Jacob,1,0,0.0,0,0,0
María Claudia Ruiz Salinas,1,0,0.0,0,0,0
Gerardo Sierra,1,0,0.0,0,0,0
Gerardo Saelzer Fuica,1,0,0.0,0,0,0
María Elena Fernández,2,0,0.0,0,0,0
María Elena Díaz,1,0,0.0,0,0,0
María Elena Arias,1,0,0.0,0,0,0
María Díaz,1,0,0.0,0,0,0
Asier Bengoechea-García,2,0,0.0,0,0,0
Ashok Pandey,1,0,0.0,0,0,0
Ashok B. Kulkarni,1,0,0.0,0,0,0
Thomas M. Crawford,1,0,0.0,0,0,0
Thomas Leong,1,0,0.0,0,0,0
Thomas J. Browning,1,0,0.0,0,0,0
Thomas J. Ballinger,1,0,0.0,0,0,0
FABIÁN RODRÍGUEZ-BRICEÑO,1,0,0.0,0,0,0
F.J. Deive,1,0,0.0,0,0,0
Gerardo Gutiérrez,1,0,0.0,0,0,0
María Burgos,1,0,0.0,0,0,0
María Belén Contreras-Contreras,1,0,0.0,0,0,0
